Pl0,Pl1,Winner,Pl0 %,Pl1 %,Pl0 Avg odds,Pl1 Avg odds,Pl0 Max odds,Pl1 Max odds,Fair odds for Pl0,Fair odds for Pl1,Bet on Pl0 Value,Bet on Pl1 Value
Giraldo S.,Delbonis F.,1.0,0.54,0.46,1.72,2.1,1.77,2.26,1.85,2.17,-0.04324324324324328,0.039823008849557466
Carreno-Busta P.,Donskoy E.,0.0,0.64,0.36,1.63,2.25,1.7,2.4,1.56,2.78,0.08235294117647053,-0.13669064748201437
Groth S.,Mayer L.,1.0,0.27,0.73,3.04,1.37,3.25,1.41,3.7,1.37,-0.12162162162162167,0.028368794326241006
Pella G.,Edmund K.,0.0,0.66,0.34,2.15,1.68,2.26,1.75,1.52,2.94,0.327433628318584,-0.40476190476190477
Schwartzman D.,Haase R.,1.0,0.41,0.59,2.54,1.5,2.75,1.56,2.44,1.69,0.11272727272727275,-0.07692307692307686
Tiafoe F.,Fritz T.,0.0,0.19,0.81,4.51,1.19,4.95,1.23,5.26,1.23,-0.058935361216729966,0.0
Olivo R.,Mahut N.,1.0,0.43,0.57,2.63,1.47,2.75,1.54,2.33,1.75,0.1527272727272727,-0.11999999999999998
Kuznetsov An.,Trungelliti M.,0.0,0.75,0.25,1.31,3.33,1.35,3.53,1.33,4.0,0.014814814814814828,-0.11750000000000005
Tursunov D.,Marchenko I.,1.0,0.62,0.38,2.32,1.59,2.47,1.65,1.61,2.63,0.3481781376518219,-0.3726235741444867
Granollers M.,Dzumhur D.,0.0,0.46,0.54,2.15,1.68,2.25,1.75,2.17,1.85,0.03555555555555559,-0.0540540540540541
Lajovic D.,Harrison R.,1.0,0.55,0.45,2.22,1.64,2.35,1.72,1.82,2.22,0.225531914893617,-0.2252252252252253
Ram R.,Rubin N.,0.0,0.64,0.36,1.57,2.35,1.65,2.6,1.56,2.78,0.05454545454545446,-0.06474820143884882
Chung H.,Ramos-Vinolas A.,1.0,0.56,0.44,1.7,2.13,1.8,2.3,1.79,2.27,0.00555555555555556,0.013043478260869481
Del Potro J.M.,Smyczek T.,0.0,0.93,0.07,1.22,4.17,1.27,4.93,1.08,14.29,0.14960629921259838,-0.655003498950315
Dodig I.,Zverev A.,1.0,0.4,0.6,2.33,1.59,2.58,1.68,2.5,1.67,0.031007751937984523,0.005952380952380958
Kukushkin M.,Munoz-De La Nava D.,0.0,0.7,0.3,1.34,3.19,1.4,3.5,1.43,3.33,-0.020979020979020997,0.04857142857142855
Bedene A.,Youzhny M.,1.0,0.32,0.68,1.88,1.88,2.02,2.0,3.12,1.47,-0.3525641025641026,0.265
Muller G.,Estrella Burgos V.,0.0,0.77,0.23,1.19,4.51,1.22,5.23,1.3,4.35,-0.06153846153846159,0.16826003824091793
Rosol L.,Mannarino A.,1.0,0.52,0.48,1.67,2.17,1.77,2.3,1.92,2.08,-0.07812499999999996,0.09565217391304338
Pospisil V.,Donaldson J.,0.0,0.69,0.31,1.39,2.95,1.45,3.2,1.45,3.23,0.0,-0.009287925696594366
Gulbis E.,Garcia-Lopez G.,1.0,0.51,0.49,1.95,1.82,2.1,2.03,1.96,2.04,0.06666666666666672,-0.004901960784313838
Fratangelo B.,Gabashvili T.,0.0,0.53,0.47,2.71,1.45,2.9,1.52,1.89,2.13,0.34827586206896555,-0.28638497652582157
Herbert P.H,Kovalik J.,1.0,0.49,0.51,1.28,3.57,1.33,3.97,2.04,1.96,-0.3480392156862745,0.5062972292191437
Kudla D.,Istomin D.,0.0,0.3,0.7,2.17,1.65,2.25,1.73,3.33,1.43,-0.32432432432432434,0.17341040462427748
Sarkissian A.,Millman J.,1.0,0.43,0.57,3.79,1.26,4.05,1.29,2.33,1.75,0.4246913580246913,-0.26285714285714284
Millot V.,Mcdonald M.,0.0,0.96,0.04,1.27,3.6,1.31,3.85,1.04,25.0,0.20610687022900764,-0.846
Polansky P.,Verdasco F.,1.0,0.07,0.93,4.09,1.23,4.5,1.28,14.29,1.08,-0.6850944716585025,0.15624999999999997
De Bakker T.,Vesely J.,0.0,0.56,0.44,2.48,1.52,2.62,1.59,1.79,2.27,0.316793893129771,-0.29955947136563876
Monaco J.,Berrer M.,1.0,0.73,0.27,2.08,1.73,2.15,1.81,1.37,3.7,0.3627906976744185,-0.5108108108108108
Seppi A.,Young D.,0.0,0.62,0.38,1.83,1.95,1.91,2.05,1.61,2.63,0.15706806282722505,-0.220532319391635
Mahut N.,Gasquet R.,1.0,0.14,0.86,4.53,1.19,5.0,1.23,7.14,1.16,-0.29971988795518206,0.05691056910569111
Dolgopolov O.,Haase R.,0.0,0.73,0.27,1.34,3.19,1.4,3.5,1.37,3.7,0.02142857142857129,-0.0540540540540541
Sousa J.,Delbonis F.,1.0,0.68,0.32,1.65,2.2,1.74,2.3,1.47,3.12,0.15517241379310345,-0.2628205128205129
Raonic M.,Cervantes I.,0.0,0.95,0.05,1.08,7.68,1.1,9.49,1.05,20.0,0.04545454545454549,-0.5255
Carreno-Busta P.,Monfils G.,1.0,0.09,0.91,3.61,1.27,3.9,1.31,11.11,1.1,-0.648964896489649,0.16030534351145034
Ramos-Vinolas A.,Kyrgios N.,0.0,0.18,0.82,4.96,1.16,5.5,1.2,5.56,1.22,-0.010791366906474751,-0.016393442622950834
Del Potro J.M.,Berdych T.,1.0,0.35,0.65,2.18,1.66,2.38,1.77,2.86,1.54,-0.16783216783216784,0.12994350282485875
Tomic B.,Ram R.,0.0,0.59,0.41,1.34,3.19,1.39,3.5,1.69,2.44,-0.1775147928994083,0.3028571428571429
Troicki V.,Mayer L.,1.0,0.62,0.38,1.72,2.09,1.8,2.2,1.61,2.63,0.10555555555555553,-0.1634980988593155
Pella G.,Cuevas P.,0.0,0.38,0.62,2.47,1.53,2.6,1.61,2.63,1.61,-0.011406844106463804,0.0
Bellucci T.,Coric B.,1.0,0.43,0.57,2.61,1.47,2.75,1.6,2.33,1.75,0.1527272727272727,-0.08571428571428566
Murray A.,Granollers M.,0.0,0.92,0.08,1.02,15.12,1.04,21.0,1.09,12.5,-0.04587155963302756,0.40476190476190477
Chardy J.,Kuznetsov An.,1.0,0.56,0.44,1.99,1.79,2.17,1.91,1.79,2.27,0.17511520737327185,-0.1585903083700441
Cilic M.,Harrison R.,0.0,0.77,0.23,1.4,2.88,1.47,3.31,1.3,4.35,0.11564625850340131,-0.23908045977011486
Tiafoe F.,Goffin D.,1.0,0.06,0.94,4.0,1.23,4.5,1.29,16.67,1.06,-0.7300539892021596,0.17829457364341084
Wawrinka S.,Marchenko I.,0.0,0.87,0.13,1.13,5.65,1.17,6.5,1.15,7.69,0.01709401709401711,-0.1547464239271782
Youzhny M.,Bautista R.,1.0,0.45,0.55,5.12,1.16,5.77,1.2,2.22,1.82,0.6152512998266897,-0.3406593406593407
Zverev A.,Dimitrov G.,0.0,0.31,0.69,2.65,1.47,2.82,1.53,3.23,1.45,-0.1269349845201239,0.05228758169934645
Kovalik J.,Thiem D.,1.0,0.12,0.88,7.92,1.08,9.86,1.1,8.33,1.14,0.1551724137931034,-0.03508771929824545
Mannarino A.,Paire B.,0.0,0.46,0.54,1.94,1.83,2.05,1.94,2.17,1.85,-0.055299539170506964,0.04639175257731951
Millot V.,Tsonga J.W.,1.0,0.05,0.95,7.56,1.08,9.28,1.1,20.0,1.05,-0.536,0.04545454545454549
Querrey S.,De Bakker T.,0.0,0.82,0.18,1.27,3.64,1.3,4.05,1.22,5.56,0.06153846153846159,-0.2715827338129496
Kukushkin M.,Nishikori K.,1.0,0.11,0.89,6.28,1.11,7.28,1.13,9.09,1.12,-0.19911991199119908,0.008849557522123706
Simon G.,Pospisil V.,0.0,0.77,0.23,1.39,2.96,1.44,3.5,1.3,4.35,0.09722222222222215,-0.19540229885057464
Garcia-Lopez G.,Lopez F.,1.0,0.35,0.65,1.97,1.81,2.25,1.92,2.86,1.54,-0.21328671328671325,0.19791666666666663
Kohlschreiber P.,Kudla D.,0.0,0.86,0.14,1.23,4.09,1.27,4.4,1.16,7.14,0.08661417322834654,-0.38375350140056014
Fratangelo B.,Djokovic N.,1.0,0.03,0.97,19.45,1.01,41.5,1.02,33.33,1.03,0.19686746987951811,-0.009708737864077678
Sock J.,Berrer M.,0.0,0.76,0.24,1.29,3.49,1.34,3.75,1.32,4.17,0.01492537313432837,-0.10071942446043164
Seppi A.,Isner J.,1.0,0.28,0.72,4.08,1.23,4.8,1.25,3.57,1.39,0.25625000000000003,-0.1007194244604316
Verdasco F.,Klizan M.,0.0,0.55,0.45,2.1,1.71,2.25,1.8,1.82,2.22,0.1911111111111111,-0.18918918918918923
Millman J.,Johnson S.,1.0,0.27,0.73,2.12,1.7,2.3,1.77,3.7,1.37,-0.37837837837837845,0.2259887005649717
Nadal R.,Muller G.,0.0,0.86,0.14,1.31,3.4,1.35,3.75,1.16,7.14,0.14074074074074086,-0.47478991596638653
Murray A.,Delbonis F.,1.0,0.91,0.09,1.02,14.98,1.04,21.33,1.1,11.11,-0.05454545454545459,0.47913736521331457
Raonic M.,Tomic B.,0.0,0.79,0.21,1.22,4.23,1.29,5.29,1.27,4.76,0.015503875968992262,0.10018903591682424
Pella G.,Goffin D.,1.0,0.2,0.8,3.24,1.34,3.5,1.4,5.0,1.25,-0.3,0.10714285714285708
Gasquet R.,Dolgopolov O.,0.0,0.77,0.23,1.6,2.3,1.69,2.4,1.3,4.35,0.23076923076923073,-0.44827586206896547
Mayer L.,Cilic M.,1.0,0.12,0.88,3.22,1.34,3.5,1.38,8.33,1.14,-0.5798319327731093,0.17391304347826086
Berdych T.,Coric B.,0.0,0.84,0.16,1.22,4.12,1.26,4.5,1.19,6.25,0.0555555555555556,-0.28
Ramos-Vinolas A.,Monfils G.,1.0,0.16,0.84,3.32,1.32,3.6,1.37,6.25,1.19,-0.424,0.13138686131386873
Wawrinka S.,Kuznetsov An.,0.0,0.77,0.23,1.2,4.35,1.25,5.0,1.3,4.35,-0.03846153846153849,0.13000000000000006
Johnson S.,Nishikori K.,1.0,0.17,0.83,4.97,1.17,5.5,1.21,5.88,1.2,-0.06462585034013604,0.008264462809917363
Zverev A.,Simon G.,0.0,0.38,0.62,2.26,1.62,2.4,1.7,2.63,1.61,-0.08745247148288973,0.05294117647058815
Bautista R.,Lopez F.,1.0,0.62,0.38,1.57,2.37,1.67,2.5,1.61,2.63,0.03592814371257475,-0.04942965779467677
Isner J.,Mannarino A.,0.0,0.86,0.14,1.19,4.64,1.23,5.39,1.16,7.14,0.05691056910569111,-0.2450980392156863
Verdasco F.,Nadal R.,1.0,0.12,0.88,3.5,1.29,3.75,1.34,8.33,1.14,-0.5498199279711885,0.1492537313432837
Thiem D.,Sock J.,0.0,0.63,0.37,1.65,2.21,1.75,2.35,1.59,2.7,0.09142857142857139,-0.12962962962962965
Querrey S.,Tsonga J.W.,1.0,0.22,0.78,2.49,1.52,2.7,1.6,4.55,1.28,-0.40659340659340654,0.20000000000000004
Djokovic N.,Kohlschreiber P.,0.0,0.91,0.09,1.09,6.94,1.12,8.57,1.1,11.11,0.01785714285714287,-0.22862286228622855
Gasquet R.,Cilic M.,1.0,0.48,0.52,1.67,2.18,1.75,2.28,2.08,1.92,-0.15865384615384617,0.15789473684210523
Goffin D.,Wawrinka S.,0.0,0.24,0.76,3.57,1.29,4.0,1.36,4.17,1.32,-0.04076738609112708,0.029411764705882377
Berdych T.,Raonic M.,1.0,0.47,0.53,2.48,1.53,2.66,1.61,2.13,1.89,0.19924812030075195,-0.14814814814814806
Nadal R.,Zverev A.,0.0,0.89,0.11,1.34,3.2,1.38,3.5,1.12,9.09,0.18840579710144914,-0.6149614961496149
Delbonis F.,Monfils G.,1.0,0.11,0.89,4.28,1.21,4.6,1.25,9.09,1.12,-0.49394939493949397,0.10399999999999991
Nishikori K.,Isner J.,0.0,0.64,0.36,1.85,1.93,1.95,2.1,1.56,2.78,0.19999999999999996,-0.2446043165467625
Lopez F.,Djokovic N.,1.0,0.07,0.93,8.93,1.06,11.29,1.09,14.29,1.08,-0.20993701889433172,0.009174311926605512
Tsonga J.W.,Thiem D.,0.0,0.78,0.22,1.85,1.92,1.92,2.06,1.28,4.55,0.3333333333333333,-0.5472527472527472
Cilic M.,Goffin D.,1.0,0.67,0.33,1.63,2.25,1.7,2.33,1.49,3.03,0.12352941176470586,-0.23102310231023096
Raonic M.,Monfils G.,0.0,0.6,0.4,1.34,3.23,1.4,3.5,1.67,2.5,-0.16167664670658685,0.2857142857142857
Nishikori K.,Nadal R.,1.0,0.28,0.72,1.78,2.02,1.91,2.14,3.57,1.39,-0.4649859943977591,0.35046728971962626
Djokovic N.,Tsonga J.W.,0.0,0.8,0.2,1.12,6.27,1.15,7.65,1.25,5.0,-0.08000000000000007,0.34640522875817
Goffin D.,Raonic M.,1.0,0.21,0.79,4.19,1.22,4.66,1.26,4.76,1.27,-0.021008403361344463,-0.007874015748031503
Djokovic N.,Nadal R.,0.0,0.66,0.34,1.15,5.49,1.18,6.48,1.52,2.94,-0.22368421052631585,0.5462962962962963
Raonic M.,Djokovic N.,1.0,0.16,0.84,5.22,1.16,6.0,1.2,6.25,1.19,-0.04,0.008333333333333342
Edmund K.,Vesely J.,0.0,0.39,0.61,1.76,2.03,1.85,2.15,2.56,1.64,-0.27734375,0.2372093023255814
Mmoh M.,Zverev A.,1.0,0.02,0.98,6.5,1.1,7.41,1.12,50.0,1.02,-0.8518000000000001,0.08928571428571436
Ram R.,Donskoy E.,0.0,0.43,0.57,1.69,2.13,1.8,2.25,2.33,1.75,-0.2274678111587983,0.2222222222222222
Rublev A.,Cervantes I.,1.0,0.61,0.39,1.59,2.32,1.66,2.5,1.64,2.56,0.012048192771084348,-0.02343750000000002
Pouille L.,Gabashvili T.,0.0,0.62,0.38,2.16,1.68,2.31,1.73,1.61,2.63,0.303030303030303,-0.34220532319391633
Novikov D.,Lajovic D.,1.0,0.19,0.81,2.19,1.66,2.38,1.74,5.26,1.23,-0.5475285171102662,0.2931034482758621
Verdasco F.,Muller G.,0.0,0.55,0.45,1.86,1.91,1.96,1.99,1.82,2.22,0.07142857142857138,-0.10360360360360368
Estrella Burgos V.,Groth S.,1.0,0.42,0.58,2.16,1.68,2.25,1.76,2.38,1.72,-0.05462184873949576,0.02272727272727275
Granollers M.,Fratangelo B.,0.0,0.76,0.24,1.45,2.7,1.5,3.01,1.32,4.17,0.11999999999999995,-0.2781774580335732
Gonzalez A.,Ramos-Vinolas A.,1.0,0.19,0.81,3.18,1.34,3.64,1.4,5.26,1.23,-0.3079847908745247,0.12142857142857139
Youzhny M.,Gulbis E.,0.0,0.61,0.39,1.91,1.86,2.04,2.05,1.64,2.56,0.19607843137254907,-0.19921875000000008
Schwartzman D.,Pospisil V.,1.0,0.37,0.63,2.27,1.61,2.4,1.71,2.7,1.59,-0.1111111111111112,0.07017543859649117
Nishioka Y.,Donaldson J.,0.0,0.59,0.41,1.46,2.64,1.5,2.8,1.69,2.44,-0.11242603550295856,0.12857142857142853
Bolelli S.,Fritz T.,1.0,0.3,0.7,3.09,1.36,3.3,1.41,3.33,1.43,-0.009009009009009084,-0.013986013986014
Del Potro J.M.,Pella G.,0.0,0.9,0.1,1.27,3.7,1.33,4.18,1.11,10.0,0.16541353383458643,-0.5820000000000001
Dodig I.,Monaco J.,1.0,0.42,0.58,1.65,2.21,1.83,2.5,2.38,1.72,-0.23109243697478984,0.312
Bedene A.,Carballes Baena R.,0.0,0.87,0.13,1.23,4.03,1.26,4.35,1.15,7.69,0.08730158730158738,-0.434330299089727
Young D.,Seppi A.,1.0,0.34,0.66,2.35,1.58,2.55,1.67,2.94,1.52,-0.13265306122448983,0.08982035928143707
Millman J.,Carreno-Busta P.,0.0,0.57,0.43,2.02,1.77,2.15,1.91,1.75,2.33,0.18604651162790695,-0.1802575107296138
Marchenko I.,Mannarino A.,1.0,0.54,0.46,2.51,1.51,2.68,1.55,1.85,2.17,0.30970149253731344,-0.28571428571428564
Istomin D.,Coric B.,0.0,0.26,0.74,3.14,1.34,3.38,1.41,3.85,1.35,-0.12207792207792213,0.04255319148936158
Paul T.,Smyczek T.,1.0,0.06,0.94,2.32,1.58,2.45,1.65,16.67,1.06,-0.8530293941211758,0.3575757575757575
Kuznetsov An.,Dutra Silva R.,0.0,0.72,0.28,1.1,6.84,1.12,9.02,1.39,3.57,-0.19424460431654664,0.6042128603104212
Baker B.,Kukushkin M.,1.0,0.48,0.52,4.29,1.21,4.76,1.25,2.08,1.92,0.5630252100840336,-0.3489583333333333
Ito T.,Mahut N.,0.0,0.24,0.76,2.51,1.51,2.7,1.57,4.17,1.32,-0.35251798561151076,0.1592356687898089
Mathieu P.H.,Giraldo S.,1.0,0.55,0.45,1.61,2.27,1.67,2.45,1.82,2.22,-0.08241758241758249,0.09387755102040815
Kudla D.,Chung H.,0.0,0.35,0.65,2.77,1.43,3.15,1.49,2.86,1.54,0.09206349206349208,-0.03246753246753249
Mayer L.,Dzumhur D.,1.0,0.61,0.39,1.26,3.72,1.3,4.0,1.64,2.56,-0.20731707317073164,0.36
Herbert P.H,Rosol L.,0.0,0.78,0.22,1.75,2.05,1.85,2.2,1.28,4.55,0.3081081081081081,-0.5164835164835164
Jarry N.,Stakhovsky S.,1.0,0.04,0.96,3.15,1.35,3.5,1.4,25.0,1.04,-0.86,0.25714285714285706
Delbonis F.,Ymer E.,0.0,0.83,0.17,1.34,3.18,1.39,3.6,1.2,5.88,0.13669064748201437,-0.3877551020408163
Becker B.,Baghdatis M.,1.0,0.23,0.77,2.91,1.4,3.27,1.45,4.35,1.3,-0.24827586206896546,0.10344827586206891
Berdych T.,Ram R.,0.0,0.93,0.07,1.07,8.16,1.09,10.16,1.08,14.29,0.009174311926605512,-0.2890132960111966
Lajovic D.,Cilic M.,1.0,0.12,0.88,5.48,1.14,6.27,1.17,8.33,1.14,-0.24729891956782718,0.025641025641025664
Thiem D.,Groth S.,0.0,0.8,0.2,1.15,5.45,1.17,6.7,1.25,5.0,-0.06400000000000006,0.2537313432835821
Garcia-Lopez G.,Pouille L.,1.0,0.54,0.46,1.58,2.35,1.62,2.5,1.85,2.17,-0.1243243243243243,0.13200000000000003
Nishioka Y.,Lopez F.,0.0,0.25,0.75,3.77,1.26,4.18,1.3,4.0,1.33,0.04306220095693773,-0.02255639097744363
Fritz T.,Ferrer D.,1.0,0.1,0.9,2.79,1.43,3.0,1.51,10.0,1.11,-0.7,0.2649006622516556
Simon G.,Monaco J.,0.0,0.71,0.29,1.36,3.08,1.41,3.31,1.41,3.45,0.0,-0.04057971014492757
Granollers M.,Goffin D.,1.0,0.29,0.71,2.53,1.5,2.75,1.58,3.45,1.41,-0.20289855072463772,0.10759493670886085
Zeballos H.,Del Potro J.M.,0.0,0.16,0.84,6.76,1.11,9.0,1.14,6.25,1.19,0.3055555555555556,-0.042016806722689114
Youzhny M.,Paire B.,1.0,0.63,0.37,1.76,2.03,1.8,2.16,1.59,2.7,0.11666666666666664,-0.2
Verdasco F.,Chardy J.,0.0,0.54,0.46,1.68,2.14,1.85,2.25,1.85,2.17,0.0,0.03555555555555559
Pospisil V.,Sousa J.,1.0,0.43,0.57,2.05,1.75,2.2,1.91,2.33,1.75,-0.05579399141630897,0.08376963350785337
Troicki V.,Cervantes I.,0.0,0.87,0.13,1.36,3.1,1.4,3.35,1.15,7.69,0.17857142857142858,-0.5643693107932379
Zverev A.,Johnson S.,1.0,0.44,0.56,1.72,2.1,1.83,2.2,2.27,1.79,-0.1938325991189427,0.18636363636363643
Gasquet R.,Ramos-Vinolas A.,0.0,0.86,0.14,1.19,4.62,1.25,5.5,1.16,7.14,0.07200000000000006,-0.22969187675070024
Edmund K.,Djokovic N.,1.0,0.04,0.96,19.74,1.01,29.5,1.02,25.0,1.04,0.15254237288135594,-0.019230769230769246
Nishikori K.,Herbert P.H,0.0,0.87,0.13,1.14,5.51,1.17,6.35,1.15,7.69,0.01709401709401711,-0.1742522756827049
Kudla D.,Raonic M.,1.0,0.04,0.96,6.87,1.1,8.0,1.13,25.0,1.04,-0.68,0.07964601769911493
Dolgopolov O.,Seppi A.,0.0,0.58,0.42,1.43,2.79,1.46,3.5,1.72,2.38,-0.15116279069767444,0.32
Wawrinka S.,Kuznetsov An.,1.0,0.76,0.24,1.21,4.24,1.25,4.75,1.32,4.17,-0.05303030303030307,0.12210526315789476
Sock J.,Stakhovsky S.,0.0,0.69,0.31,1.26,3.77,1.29,4.15,1.45,3.23,-0.11034482758620684,0.22168674698795188
Ito T.,Monfils G.,1.0,0.12,0.88,5.98,1.12,7.37,1.15,8.33,1.14,-0.11524609843937575,0.008695652173913052
Dzumhur D.,Nadal R.,0.0,0.11,0.89,10.72,1.04,13.09,1.06,9.09,1.12,0.30557677616501144,-0.05357142857142862
Delbonis F.,Dimitrov G.,1.0,0.21,0.79,3.54,1.29,4.0,1.35,4.76,1.27,-0.15966386554621845,0.05925925925925931
Kukushkin M.,Bellucci T.,0.0,0.44,0.56,1.55,2.43,1.61,2.6,2.27,1.79,-0.2907488986784141,0.31153846153846154
Millman J.,Cuevas P.,1.0,0.31,0.69,2.12,1.7,2.24,1.77,3.23,1.45,-0.30650154798761603,0.18079096045197743
Kyrgios N.,Baghdatis M.,0.0,0.65,0.35,1.46,2.69,1.5,2.9,1.54,2.86,-0.025974025974025997,0.013793103448275874
Bedene A.,Bautista R.,1.0,0.23,0.77,4.07,1.23,4.64,1.29,4.35,1.3,0.06250000000000001,-0.007692307692307699
Smyczek T.,Isner J.,0.0,0.13,0.87,6.05,1.12,7.55,1.15,7.69,1.15,-0.01820546163849162,0.0
Querrey S.,Mannarino A.,1.0,0.74,0.26,1.64,2.22,1.72,2.38,1.35,3.85,0.21511627906976738,-0.38181818181818183
Tsonga J.W.,Giraldo S.,0.0,0.88,0.12,1.11,6.7,1.13,7.5,1.14,8.33,-0.008771929824561412,-0.09963985594237695
Istomin D.,Murray A.,1.0,0.06,0.94,12.4,1.03,17.5,1.05,16.67,1.06,0.047428571428571334,-0.009433962264150952
Berdych T.,Johnson S.,0.0,0.83,0.17,1.23,4.15,1.26,4.8,1.2,5.88,0.04761904761904766,-0.1836734693877551
Nishioka Y.,Thiem D.,1.0,0.22,0.78,5.95,1.13,7.29,1.15,4.55,1.28,0.3758573388203018,-0.10156250000000008
Goffin D.,Troicki V.,0.0,0.66,0.34,1.36,3.11,1.42,3.28,1.52,2.94,-0.06578947368421058,0.10365853658536582
Verdasco F.,Zeballos H.,1.0,0.84,0.16,1.22,4.27,1.25,4.76,1.19,6.25,0.04800000000000004,-0.23840000000000003
Gasquet R.,Paire B.,0.0,0.8,0.2,1.26,3.84,1.29,4.35,1.25,5.0,0.031007751937984523,-0.13000000000000006
Cilic M.,Simon G.,1.0,0.56,0.44,1.71,2.13,1.78,2.25,1.79,2.27,-0.005586592178770954,-0.008810572687224677
Djokovic N.,Sousa J.,0.0,0.94,0.06,1.01,19.5,1.02,34.0,1.06,16.67,-0.03773584905660381,0.5097058823529411
Ferrer D.,Pouille L.,1.0,0.67,0.33,1.13,5.96,1.16,7.0,1.49,3.03,-0.22147651006711414,0.5671428571428572
Nishikori K.,Dolgopolov O.,0.0,0.8,0.2,1.25,3.88,1.3,4.35,1.25,5.0,0.03846153846153849,-0.13000000000000006
Tsonga J.W.,Bautista R.,1.0,0.72,0.28,1.42,2.83,1.5,3.0,1.39,3.57,0.0733333333333334,-0.15966386554621845
Kuznetsov An.,Mannarino A.,0.0,0.65,0.35,1.55,2.42,1.6,2.58,1.54,2.86,0.03750000000000003,-0.09790209790209783
Murray A.,Dimitrov G.,1.0,0.86,0.14,1.19,4.68,1.25,5.55,1.16,7.14,0.07200000000000006,-0.2226890756302521
Kyrgios N.,Smyczek T.,0.0,0.86,0.14,1.14,5.49,1.18,6.65,1.16,7.14,0.0169491525423729,-0.06862745098039207
Cuevas P.,Monfils G.,1.0,0.2,0.8,3.24,1.33,3.5,1.38,5.0,1.25,-0.3,0.09420289855072457
Dzumhur D.,Kukushkin M.,0.0,0.56,0.44,2.97,1.39,3.25,1.45,1.79,2.27,0.4492307692307692,-0.3612334801762115
Sock J.,Raonic M.,1.0,0.26,0.74,3.04,1.37,3.4,1.41,3.85,1.35,-0.11688311688311692,0.04255319148936158
Goffin D.,Zeballos H.,0.0,0.87,0.13,1.09,7.4,1.12,9.4,1.15,7.69,-0.026086956521738962,0.18191489361702126
Gasquet R.,Berdych T.,1.0,0.41,0.59,2.18,1.68,2.34,1.76,2.44,1.69,-0.04098360655737709,0.03977272727272731
Simon G.,Pouille L.,0.0,0.67,0.33,1.27,3.72,1.31,4.14,1.49,3.03,-0.12080536912751674,0.2681159420289855
Kuznetsov An.,Kyrgios N.,1.0,0.19,0.81,3.52,1.29,3.75,1.34,5.26,1.23,-0.28707224334600756,0.08208955223880604
Djokovic N.,Thiem D.,0.0,0.88,0.12,1.1,6.76,1.13,8.0,1.14,8.33,-0.008771929824561412,-0.039615846338535425
Dzumhur D.,Raonic M.,1.0,0.1,0.9,7.63,1.08,9.4,1.1,10.0,1.11,-0.05999999999999996,-0.009009009009009016
Monfils G.,Dimitrov G.,0.0,0.65,0.35,1.6,2.33,1.65,2.5,1.54,2.86,0.0666666666666666,-0.12587412587412583
Bautista R.,Nishikori K.,1.0,0.25,0.75,3.95,1.24,4.33,1.29,4.0,1.33,0.07621247113163974,-0.030075187969924838
Goffin D.,Simon G.,0.0,0.37,0.63,1.78,2.02,1.83,2.14,2.7,1.59,-0.32222222222222224,0.25700934579439255
Berdych T.,Djokovic N.,1.0,0.13,0.87,7.34,1.09,9.18,1.13,7.69,1.15,0.16230936819172107,-0.017391304347826105
Nishikori K.,Monfils G.,0.0,0.6,0.4,1.38,3.05,1.43,3.25,1.67,2.5,-0.1437125748502994,0.23076923076923078
Raonic M.,Kyrgios N.,1.0,0.73,0.27,1.58,2.35,1.68,2.5,1.37,3.7,0.18452380952380942,-0.32432432432432434
Djokovic N.,Goffin D.,0.0,0.9,0.1,1.07,8.55,1.09,10.65,1.11,10.0,-0.018018018018018032,0.06103286384976529
Kyrgios N.,Nishikori K.,1.0,0.3,0.7,1.82,1.99,1.97,2.05,3.33,1.43,-0.4084084084084084,0.3024390243902439
Djokovic N.,Nishikori K.,0.0,0.84,0.16,1.16,5.31,1.2,6.0,1.19,6.25,0.008333333333333342,-0.04
Estrella Burgos V.,Chung H.,1.0,0.62,0.38,2.02,1.77,2.12,1.81,1.61,2.63,0.24056603773584906,-0.31178707224334595
Kudla D.,Zverev M.,0.0,0.55,0.45,2.3,1.59,2.42,1.63,1.82,2.22,0.2479338842975206,-0.2657657657657659
Melzer G.,Monaco J.,1.0,0.18,0.82,3.24,1.33,3.62,1.4,5.56,1.22,-0.34892086330935246,0.12857142857142853
Baghdatis M.,Schwartzman D.,0.0,0.62,0.38,2.49,1.52,2.71,1.57,1.61,2.63,0.40590405904059035,-0.403041825095057
Kicker N.,Smyczek T.,1.0,0.45,0.55,1.99,1.79,2.15,2.0,2.22,1.82,-0.031531531531531654,0.08999999999999997
Young D.,Johnson S.,0.0,0.36,0.64,2.99,1.38,3.33,1.44,2.78,1.56,0.16516516516516525,-0.07692307692307698
Lorenzi P.,Paul T.,1.0,0.54,0.46,1.56,2.37,1.62,2.7,1.85,2.17,-0.1243243243243243,0.19629629629629639
Querrey S.,Opelka R.,0.0,0.89,0.11,1.14,5.49,1.17,6.18,1.12,9.09,0.04273504273504258,-0.3201320132013202
Berrer M.,Becker B.,1.0,0.45,0.55,2.34,1.58,2.5,1.67,2.22,1.82,0.11199999999999992,-0.08241758241758249
Barton M.,Tiafoe F.,0.0,0.98,0.02,2.4,1.56,2.6,1.68,1.02,50.0,0.6076923076923078,-0.9664
